Pond1,Pond2,V1,V2,Resistance,X1,Y1,X2,Y2
SWF-1236,SWF-1228,11,26,0.011656644785575,349286.87787217,5024160.80056156,349066.788361716,5022696.74379202
SWF-1228,NAT-1,26,27,0.0355958639452614,349066.788361716,5022696.74379202,348369.7813,5022168
SWF-1808,SWF-1809,28,29,0.00417549745423339,375576.215820846,5010519.53521363,375628.191623315,5010576.79681635
SWF-1215,SWF-1204,7,32,0.016098117346622,349705.553992055,5023902.60364929,351251.890265503,5022682.43999134
SWF-1205,SWF-1206,33,34,0.00732125333460225,352738.526636114,5020215.27907415,352065.453704145,5019636.76084668
SWF-1207,SWF-1208,35,36,0.0133520069564434,349758.002494547,5019065.37041954,349953.910503852,5018864.50641
SWF-1207,SWF-1209,35,37,0.00683103040801227,349758.002494547,5019065.37041954,349211.369268583,5019187.08442532
SWF-1208,SWF-1209,36,37,0.0169277112967996,349953.910503852,5018864.50641,349211.369268583,5019187.08442532
SWF-1207,SWF-1253,35,38,0.0103468599961085,349758.002494547,5019065.37041954,349221.790069078,5017815.78826019
SWF-1208,SWF-1253,36,38,0.0190111403873081,349953.910503852,5018864.50641,349221.790069078,5017815.78826019
SWF-1209,SWF-1253,37,38,0.0114770200944423,349211.369268583,5019187.08442532,349221.790069078,5017815.78826019
SWF-1347,SWF-1316,19,39,0.0237022397007866,351239.058964893,5016427.79519426,350370.871223657,5017808.40845983
SWF-1207,SWF-1316,35,39,0.0251205851288477,349758.002494547,5019065.37041954,350370.871223657,5017808.40845983
SWF-1208,SWF-1316,36,39,0.0335985592916038,349953.910503852,5018864.50641,350370.871223657,5017808.40845983
SWF-1209,SWF-1316,37,39,0.0266453954425067,349211.369268583,5019187.08442532,350370.871223657,5017808.40845983
SWF-1253,SWF-1316,38,39,0.0233599154658869,349221.790069078,5017815.78826019,350370.871223657,5017808.40845983
SWF-1325,SWF-1306,18,41,0.00979064808732833,351779.64759057,5015044.85782857,352812.866039645,5016413.9862936
SWF-1347,SWF-1306,19,41,0.00891680144520235,351239.058964893,5016427.79519426,352812.866039645,5016413.9862936
SWF-1325,SWF-1352,18,42,0.0104714808180749,351779.64759057,5015044.85782857,353632.026778553,5015481.1864493
SWF-1306,SWF-1352,41,42,0.0103989966093363,352812.866039645,5016413.9862936,353632.026778553,5015481.1864493
NAT-10,NAT-2,44,45,0.0594885185671253,337577.3438,5027708,337878.25,5027308.5
NAT-10,NAT-6,44,46,0.0599236363864655,337577.3438,5027708,337405.6563,5026972
NAT-2,NAT-6,45,46,0.0540593949074661,337878.25,5027308.5,337405.6563,5026972
NAT-10,NAT-7,44,47,0.0676334228875942,337577.3438,5027708,338364.5,5028036
NAT-2,NAT-7,45,47,0.0681202770862605,337878.25,5027308.5,338364.5,5028036
NAT-6,NAT-7,46,47,0.0650855318635567,337405.6563,5026972,338364.5,5028036
NAT-10,NAT-9,44,48,0.0359276007795606,337577.3438,5027708,337702.9688,5027617
NAT-2,NAT-9,45,48,0.0524790318518499,337878.25,5027308.5,337702.9688,5027617
NAT-6,NAT-9,46,48,0.0571339503128906,337405.6563,5026972,337702.9688,5027617
NAT-7,NAT-9,47,48,0.0655833737408897,338364.5,5028036,337702.9688,5027617
NAT-10,NAT-11,44,49,0.0517840927769374,337577.3438,5027708,338428.4688,5027688.5
NAT-2,NAT-11,45,49,0.0486596526849572,337878.25,5027308.5,338428.4688,5027688.5
NAT-6,NAT-11,46,49,0.0465764571899227,337405.6563,5026972,338428.4688,5027688.5
NAT-7,NAT-11,47,49,0.0361159256340635,338364.5,5028036,338428.4688,5027688.5
NAT-9,NAT-11,48,49,0.0490348157785029,337702.9688,5027617,338428.4688,5027688.5
SWF-1616,SWF-1624,6,65,0.0114145252127709,371215.774413737,5025865.03744251,370320.149171196,5025282.18741482
SWF-1616,SWF-1617,6,66,0.00781897132773113,371215.774413737,5025865.03744251,370856.711896682,5026264.70396149
SWF-1310,SWF-1334,12,67,0.00874379632025202,348435.742331743,5014655.29181007,349778.674195529,5014503.55390286
TIM-2,SWF-1334,13,67,0.00861737777868265,348305.5,5014568.5,349778.674195529,5014503.55390286
SWF-1311,SWF-1334,14,67,0.0136579489635075,348591.415239137,5014838.62241878,349778.674195529,5014503.55390286
SWF-1312,SWF-1334,15,67,0.00771911693303468,349409.529477995,5013212.92964156,349778.674195529,5014503.55390286
SWF-1314,SWF-1334,16,67,0.00735594281020543,350897.473348669,5014427.14439923,349778.674195529,5014503.55390286
SWF-1320,SWF-1334,17,67,0.00751324956094668,350743.942441377,5015037.25262821,349778.674195529,5014503.55390286
SWF-1428,SWF-1449,21,68,0.00617142716036133,361627.192658303,5014807.79241731,361240.564939939,5013988.60387841
SWF-1444,SWF-1449,22,68,0.00313999019266713,361154,5014021.5,361240.564939939,5013988.60387841
SWF-1914,SWF-1938,23,69,0.0066034408525211,387185.069872237,5037170.43847948,386738.977251049,5035815.26511512
SWF-1802,SWF-1804,24,70,0.0103219611260052,375777.532330408,5014557.25790541,376868.346782219,5014908.5637221
SWF-1221,SWF-1223,25,71,0.00384984342082013,341406.731597883,5023127.75891249,341293.717992515,5023021.52990744
SWF-1221,SWF-1224,25,72,0.00587023223959186,341406.731597883,5023127.75891249,341357.212695531,5022882.98350086
SWF-1221,SWF-1225,25,73,0.00631505610093969,341406.731597883,5023127.75891249,341016.832879364,5023612.2637355
SWF-1215,SWF-1229,7,74,0.00897083700333748,349705.553992055,5023902.60364929,348589.389239041,5023165.72781429
SWF-1227,SWF-1229,8,74,0.00745808935585899,348925.700655014,5024380.53027199,348589.389239041,5023165.72781429
SWF-1236,SWF-1229,11,74,0.00964224325124283,349286.87787217,5024160.80056156,348589.389239041,5023165.72781429
SWF-1228,SWF-1229,26,74,0.00750018770354233,349066.788361716,5022696.74379202,348589.389239041,5023165.72781429
NAT-1,SWF-1229,27,74,0.035030557367033,348369.7813,5022168,348589.389239041,5023165.72781429
SWF-1215,SWF-1230,7,75,0.00918567383570852,349705.553992055,5023902.60364929,348796.641948884,5023000.47000645
SWF-1227,SWF-1230,8,75,0.00799197611316251,348925.700655014,5024380.53027199,348796.641948884,5023000.47000645
SWF-1236,SWF-1230,11,75,0.0100687600283976,349286.87787217,5024160.80056156,348796.641948884,5023000.47000645
SWF-1228,SWF-1230,26,75,0.00665337947186951,349066.788361716,5022696.74379202,348796.641948884,5023000.47000645
NAT-1,SWF-1230,27,75,0.0348513050791152,348369.7813,5022168,348796.641948884,5023000.47000645
SWF-1215,SWF-1231,7,76,0.00883125768656027,349705.553992055,5023902.60364929,348831.315650532,5022972.92870514
SWF-1227,SWF-1231,8,76,0.00773158616355418,348925.700655014,5024380.53027199,348831.315650532,5022972.92870514
SWF-1236,SWF-1231,11,76,0.00977419475712127,349286.87787217,5024160.80056156,348831.315650532,5022972.92870514
SWF-1228,SWF-1231,26,76,0.00615465032353749,349066.788361716,5022696.74379202,348831.315650532,5022972.92870514
NAT-1,SWF-1231,27,76,0.0346930686191661,348369.7813,5022168,348831.315650532,5022972.92870514
SWF-1215,SWF-1232,7,77,0.00913971080556545,349705.553992055,5023902.60364929,348995.152958313,5022854.05039949
SWF-1227,SWF-1232,8,77,0.0081736047113047,348925.700655014,5024380.53027199,348995.152958313,5022854.05039949
SWF-1236,SWF-1232,11,77,0.010190182770345,349286.87787217,5024160.80056156,348995.152958313,5022854.05039949
SWF-1228,SWF-1232,26,77,0.00552028454955868,349066.788361716,5022696.74379202,348995.152958313,5022854.05039949
NAT-1,SWF-1232,27,77,0.0348691562281027,348369.7813,5022168,348995.152958313,5022854.05039949
SWF-1215,SWF-1233,7,78,0.00934718768852041,349705.553992055,5023902.60364929,349124.171564441,5022783.83009616
SWF-1227,SWF-1233,8,78,0.00860878408312808,348925.700655014,5024380.53027199,349124.171564441,5022783.83009616
SWF-1236,SWF-1233,11,78,0.0105844166320077,349286.87787217,5024160.80056156,349124.171564441,5022783.83009616
SWF-1228,SWF-1233,26,78,0.00455077284840077,349066.788361716,5022696.74379202,349124.171564441,5022783.83009616
NAT-1,SWF-1233,27,78,0.035402674383247,348369.7813,5022168,349124.171564441,5022783.83009616
SWF-1802,SWF-1805,24,79,0.0143818325552503,375777.532330408,5014557.25790541,377152.317195707,5014438.34659977
SWF-1127,SWF-1135,31,80,0.00818964452290132,365215.388828733,5021495.89233498,366841.29710596,5022286.28807252
SWF-1127,SWF-1144,31,81,0.00963741343488052,365215.388828733,5021495.89233498,363750.037559133,5021016.3800122
SWF-1228,SWF-1211,26,82,0.0128423811891343,349066.788361716,5022696.74379202,350438.541026871,5021577.40163885
SWF-1204,SWF-1211,32,82,0.0151110024824689,351251.890265503,5022682.43999134,350438.541026871,5021577.40163885
SWF-1215,SWF-1213,7,83,0.0144141187119345,349705.553992055,5023902.60364929,350782.586343212,5025350.65111807
SWF-1234,SWF-1213,9,83,0.0111499113692981,350185.486214851,5025046.26560361,350782.586343212,5025350.65111807
SWF-1235,SWF-1213,10,83,0.0109824291415789,350039.691707927,5025166.35370932,350782.586343212,5025350.65111807
SWF-1236,SWF-1213,11,83,0.0159591845106811,349286.87787217,5024160.80056156,350782.586343212,5025350.65111807
SWF-1127,SWF-1123,31,85,0.00966266957694177,365215.388828733,5021495.89233498,363558.090950016,5021255.75762358
SWF-1207,SWF-1261,35,86,0.0191619429205677,349758.002494547,5019065.37041954,350105.158311036,5018222.13297949
SWF-1208,SWF-1261,36,86,0.027520551888696,349953.910503852,5018864.50641,350105.158311036,5018222.13297949
SWF-1209,SWF-1261,37,86,0.0207626880162744,349211.369268583,5019187.08442532,350105.158311036,5018222.13297949
SWF-1253,SWF-1261,38,86,0.0176493798959418,349221.790069078,5017815.78826019,350105.158311036,5018222.13297949
SWF-1316,SWF-1261,39,86,0.0308950161419291,350370.871223657,5017808.40845983,350105.158311036,5018222.13297949
SWF-1325,SWF-1307,18,87,0.00930645992850872,351779.64759057,5015044.85782857,352192.659110187,5016788.27021138
SWF-1347,SWF-1307,19,87,0.00761330319328695,351239.058964893,5016427.79519426,352192.659110187,5016788.27021138
SWF-1306,SWF-1307,41,87,0.00815036277771503,352812.866039645,5016413.9862936,352192.659110187,5016788.27021138
SWF-1352,SWF-1307,42,87,0.0110100168109864,353632.026778553,5015481.1864493,352192.659110187,5016788.27021138
SWF-1347,SWF-1308,19,88,0.00709892220417369,351239.058964893,5016427.79519426,351638.917783885,5017624.30565109
SWF-1316,SWF-1308,39,88,0.0228923118477825,350370.871223657,5017808.40845983,351638.917783885,5017624.30565109
SWF-1306,SWF-1308,41,88,0.0082152252670176,352812.866039645,5016413.9862936,351638.917783885,5017624.30565109
SWF-1347,SWF-1309,19,89,0.00706784704662064,351239.058964893,5016427.79519426,351491.085076864,5017356.49433837
SWF-1316,SWF-1309,39,89,0.023272182129516,350370.871223657,5017808.40845983,351491.085076864,5017356.49433837
SWF-1306,SWF-1309,41,89,0.00873458738111794,352812.866039645,5016413.9862936,351491.085076864,5017356.49433837
SWF-1314,SWF-1315,16,90,0.00810234013450898,350897.473348669,5014427.14439923,351073.608757035,5016095.40877847
SWF-1320,SWF-1315,17,90,0.0075352746703852,350743.942441377,5015037.25262821,351073.608757035,5016095.40877847
SWF-1325,SWF-1315,18,90,0.00786798406157438,351779.64759057,5015044.85782857,351073.608757035,5016095.40877847
SWF-1347,SWF-1315,19,90,0.0058323472776155,351239.058964893,5016427.79519426,351073.608757035,5016095.40877847
SWF-1316,SWF-1315,39,90,0.0244593589795468,350370.871223657,5017808.40845983,351073.608757035,5016095.40877847
SWF-1306,SWF-1315,41,90,0.0096465923174916,352812.866039645,5016413.9862936,351073.608757035,5016095.40877847
SWF-1312,SWF-1321,15,91,0.00792463219029862,349409.529477995,5013212.92964156,350832.02654556,5014254.41389103
SWF-1314,SWF-1321,16,91,0.00382802712953019,350897.473348669,5014427.14439923,350832.02654556,5014254.41389103
SWF-1320,SWF-1321,17,91,0.00642281363957215,350743.942441377,5015037.25262821,350832.02654556,5014254.41389103
SWF-1325,SWF-1321,18,91,0.00727967256113094,351779.64759057,5015044.85782857,350832.02654556,5014254.41389103
SWF-1310,SWF-1322,12,92,0.00967239886149825,348435.742331743,5014655.29181007,350428.733326405,5014679.35021121
SWF-1311,SWF-1322,14,92,0.0145627902510008,348591.415239137,5014838.62241878,350428.733326405,5014679.35021121
SWF-1312,SWF-1322,15,92,0.0082229421787352,349409.529477995,5013212.92964156,350428.733326405,5014679.35021121
SWF-1314,SWF-1322,16,92,0.00549247059826176,350897.473348669,5014427.14439923,350428.733326405,5014679.35021121
SWF-1320,SWF-1322,17,92,0.00599113788732976,350743.942441377,5015037.25262821,350428.733326405,5014679.35021121
SWF-1325,SWF-1322,18,92,0.007824844502127,351779.64759057,5015044.85782857,350428.733326405,5014679.35021121
SWF-1347,SWF-1322,19,92,0.00864370897561802,351239.058964893,5016427.79519426,350428.733326405,5014679.35021121
SWF-1310,SWF-1323,12,93,0.00999193585424235,348435.742331743,5014655.29181007,350263.198718542,5014236.9663902
TIM-2,SWF-1323,13,93,0.00984530100372794,348305.5,5014568.5,350263.198718542,5014236.9663902
SWF-1311,SWF-1323,14,93,0.0149059662544718,348591.415239137,5014838.62241878,350263.198718542,5014236.9663902
SWF-1312,SWF-1323,15,93,0.00816244320257882,349409.529477995,5013212.92964156,350263.198718542,5014236.9663902
SWF-1314,SWF-1323,16,93,0.00622618751423762,350897.473348669,5014427.14439923,350263.198718542,5014236.9663902
SWF-1320,SWF-1323,17,93,0.00737890272187837,350743.942441377,5015037.25262821,350263.198718542,5014236.9663902
SWF-1325,SWF-1323,18,93,0.00864556271086109,351779.64759057,5015044.85782857,350263.198718542,5014236.9663902
SWF-1312,SWF-1324,15,94,0.00834901162314168,349409.529477995,5013212.92964156,351131.644659791,5014062.1195819
SWF-1314,SWF-1324,16,94,0.00529439259671466,350897.473348669,5014427.14439923,351131.644659791,5014062.1195819
SWF-1320,SWF-1324,17,94,0.0070703863269794,350743.942441377,5015037.25262821,351131.644659791,5014062.1195819
SWF-1325,SWF-1324,18,94,0.00752670610057581,351779.64759057,5015044.85782857,351131.644659791,5014062.1195819
SWF-1310,SWF-1326,12,95,0.0214264404314969,348435.742331743,5014655.29181007,349068.608461803,5015608.74965536
TIM-2,SWF-1326,13,95,0.0213430971197828,348305.5,5014568.5,349068.608461803,5015608.74965536
SWF-1311,SWF-1326,14,95,0.026151698710003,348591.415239137,5014838.62241878,349068.608461803,5015608.74965536
SWF-1320,SWF-1326,17,95,0.0199104127511226,350743.942441377,5015037.25262821,349068.608461803,5015608.74965536
SWF-1312,SWF-1336,15,96,0.00644043343604422,349409.529477995,5013212.92964156,350011.711406597,5012639.31881432
SWF-1314,SWF-1336,16,96,0.00807523270887563,350897.473348669,5014427.14439923,350011.711406597,5012639.31881432
SWF-1312,SWF-1337,15,97,0.00693201121822731,349409.529477995,5013212.92964156,350188.903915013,5012449.4408053
SWF-1325,SWF-1351,18,98,0.00774414195525471,351779.64759057,5015044.85782857,353157.004455991,5015010.78142695
SWF-1306,SWF-1351,41,98,0.00849423689221728,352812.866039645,5016413.9862936,353157.004455991,5015010.78142695
SWF-1352,SWF-1351,42,98,0.0073652688468728,353632.026778553,5015481.1864493,353157.004455991,5015010.78142695
SWF-1347,SWF-1366,19,99,0.0117383048093532,351239.058964893,5016427.79519426,350771.031442663,5017571.25984857
SWF-1207,SWF-1366,35,99,0.0142265351963853,349758.002494547,5019065.37041954,350771.031442663,5017571.25984857
SWF-1208,SWF-1366,36,99,0.0227605563064212,349953.910503852,5018864.50641,350771.031442663,5017571.25984857
SWF-1253,SWF-1366,38,99,0.0127524810302759,349221.790069078,5017815.78826019,350771.031442663,5017571.25984857
SWF-1316,SWF-1366,39,99,0.0262115855517303,350370.871223657,5017808.40845983,350771.031442663,5017571.25984857
SWF-1808,58894,28,100,0.0243283054689937,375576.215820846,5010519.53521363,375805.287976616,5011385.19500414
SWF-1809,58894,29,100,0.0241470389895268,375628.191623315,5010576.79681635,375805.287976616,5011385.19500414
SWF-1808,58948,28,101,0.00984181686366481,375576.215820846,5010519.53521363,375264.688049548,5011601.73193411
SWF-1809,58948,29,101,0.00993747684727025,375628.191623315,5010576.79681635,375264.688049548,5011601.73193411
SWF-1802,59515,24,102,0.00927607555028761,375777.532330408,5014557.25790541,375289.485560462,5014143.46538824
SWF-1802,59528,24,103,0.0197663598894673,375777.532330408,5014557.25790541,377069.813605206,5014463.64999378
SWF-1802,59531,24,105,0.0114756404642221,375777.532330408,5014557.25790541,377142.373269076,5014548.3550128
SWF-1310,59666,12,106,0.00930697623333633,348435.742331743,5014655.29181007,350276.79903669,5014508.90546721
TIM-2,59666,13,106,0.00917153112269517,348305.5,5014568.5,350276.79903669,5014508.90546721
SWF-1311,59666,14,106,0.0142015031927851,348591.415239137,5014838.62241878,350276.79903669,5014508.90546721
SWF-1312,59666,15,106,0.00786985539039492,349409.529477995,5013212.92964156,350276.79903669,5014508.90546721
SWF-1314,59666,16,106,0.00571539996659713,350897.473348669,5014427.14439923,350276.79903669,5014508.90546721
SWF-1320,59666,17,106,0.006268297783573,350743.942441377,5015037.25262821,350276.79903669,5014508.90546721
SWF-1325,59666,18,106,0.00790439112104342,351779.64759057,5015044.85782857,350276.79903669,5014508.90546721
SWF-1802,59667,24,107,0.00875726280909601,375777.532330408,5014557.25790541,376273.957805984,5014580.12284732
SWF-1310,59668,12,108,0.00284579365206695,348435.742331743,5014655.29181007,348481.71541698,5014598.73019384
TIM-2,59668,13,108,0.00282861989038003,348305.5,5014568.5,348481.71541698,5014598.73019384
SWF-1311,59668,14,108,0.00869327915640585,348591.415239137,5014838.62241878,348481.71541698,5014598.73019384
SWF-1312,59668,15,108,0.00809080786300573,349409.529477995,5013212.92964156,348481.71541698,5014598.73019384
SWF-1310,59669,12,109,0.00943285250616141,348435.742331743,5014655.29181007,350384.294605157,5014604.04259312
SWF-1311,59669,14,109,0.0143282321199765,348591.415239137,5014838.62241878,350384.294605157,5014604.04259312
SWF-1312,59669,15,109,0.00793721521037479,349409.529477995,5013212.92964156,350384.294605157,5014604.04259312
SWF-1314,59669,16,109,0.00549417948927053,350897.473348669,5014427.14439923,350384.294605157,5014604.04259312
SWF-1320,59669,17,109,0.00620306454152974,350743.942441377,5015037.25262821,350384.294605157,5014604.04259312
SWF-1325,59669,18,109,0.00783549592389806,351779.64759057,5015044.85782857,350384.294605157,5014604.04259312
SWF-1310,59670,12,110,0.00284368588953842,348435.742331743,5014655.29181007,348308.832240404,5014620.28639973
TIM-2,59670,13,110,0.00283797347074661,348305.5,5014568.5,348308.832240404,5014620.28639973
SWF-1311,59670,14,110,0.00832508124939279,348591.415239137,5014838.62241878,348308.832240404,5014620.28639973
SWF-1312,59670,15,110,0.00846543408185789,349409.529477995,5013212.92964156,348308.832240404,5014620.28639973
SWF-1428,59689,21,113,0.0093809709193592,361627.192658303,5014807.79241731,360248.342986165,5015093.59390486
SWF-1444,59689,22,113,0.00982189182713886,361154,5014021.5,360248.342986165,5015093.59390486
SWF-1215,59692,7,114,0.0102844010942782,349705.553992055,5023902.60364929,348960.618147458,5022631.95053242
SWF-1227,59692,8,114,0.00933140077101759,348925.700655014,5024380.53027199,348960.618147458,5022631.95053242
SWF-1236,59692,11,114,0.011374189381592,349286.87787217,5024160.80056156,348960.618147458,5022631.95053242
SWF-1228,59692,26,114,0.00396649445267159,349066.788361716,5022696.74379202,348960.618147458,5022631.95053242
NAT-1,59692,27,114,0.0348569592392131,348369.7813,5022168,348960.618147458,5022631.95053242
SWF-1215,59695,7,115,0.010962771311275,349705.553992055,5023902.60364929,349046.645804011,5022708.78851058
SWF-1227,59695,8,115,0.010116397735194,348925.700655014,5024380.53027199,349046.645804011,5022708.78851058
SWF-1236,59695,11,115,0.0121161880701985,349286.87787217,5024160.80056156,349046.645804011,5022708.78851058
SWF-1228,59695,26,115,0.00541354407823118,349066.788361716,5022696.74379202,349046.645804011,5022708.78851058
NAT-1,59695,27,115,0.0366058974249531,348369.7813,5022168,349046.645804011,5022708.78851058
SWF-1215,59699,7,116,0.0136982801870658,349705.553992055,5023902.60364929,348102.712524656,5023757.27911981
SWF-1227,59699,8,116,0.0114725935769983,348925.700655014,5024380.53027199,348102.712524656,5023757.27911981
SWF-1236,59699,11,116,0.0140732692159837,349286.87787217,5024160.80056156,348102.712524656,5023757.27911981
SWF-1228,59699,26,116,0.0134530046749967,349066.788361716,5022696.74379202,348102.712524656,5023757.27911981
NAT-1,59699,27,116,0.0404300395758641,348369.7813,5022168,348102.712524656,5023757.27911981
SWF-1215,59700,7,117,0.00457706080059482,349705.553992055,5023902.60364929,349878.66469702,5023813.61578289
SWF-1227,59700,8,117,0.00730032229870062,348925.700655014,5024380.53027199,349878.66469702,5023813.61578289
SWF-1234,59700,9,117,0.00892164136155303,350185.486214851,5025046.26560361,349878.66469702,5023813.61578289
SWF-1235,59700,10,117,0.00874172089193965,350039.691707927,5025166.35370932,349878.66469702,5023813.61578289
SWF-1236,59700,11,117,0.00901545087951546,349286.87787217,5024160.80056156,349878.66469702,5023813.61578289
SWF-1228,59700,26,117,0.00924671957627308,349066.788361716,5022696.74379202,349878.66469702,5023813.61578289
SWF-1204,59700,32,117,0.0146002388362456,351251.890265503,5022682.43999134,349878.66469702,5023813.61578289
SWF-1310,59724,12,120,0.00915273154539157,348435.742331743,5014655.29181007,350028.794536783,5014670.13347732
TIM-2,59724,13,120,0.00902565561523609,348305.5,5014568.5,350028.794536783,5014670.13347732
SWF-1311,59724,14,120,0.0140402232262705,348591.415239137,5014838.62241878,350028.794536783,5014670.13347732
SWF-1312,59724,15,120,0.00797404684135014,349409.529477995,5013212.92964156,350028.794536783,5014670.13347732
SWF-1314,59724,16,120,0.00648871978031824,350897.473348669,5014427.14439923,350028.794536783,5014670.13347732
SWF-1320,59724,17,120,0.00660163047128027,350743.942441377,5015037.25262821,350028.794536783,5014670.13347732
SWF-1325,59724,18,120,0.00828268313716144,351779.64759057,5015044.85782857,350028.794536783,5014670.13347732
SWF-1310,59725,12,121,0.00940556852266561,348435.742331743,5014655.29181007,350149.335906672,5014673.64633755
TIM-2,59725,13,121,0.00927518550089098,348305.5,5014568.5,350149.335906672,5014673.64633755
SWF-1311,59725,14,121,0.0142940790724935,348591.415239137,5014838.62241878,350149.335906672,5014673.64633755
SWF-1312,59725,15,121,0.00812531448683423,349409.529477995,5013212.92964156,350149.335906672,5014673.64633755
SWF-1314,59725,16,121,0.00630780000232514,350897.473348669,5014427.14439923,350149.335906672,5014673.64633755
SWF-1320,59725,17,121,0.00652638316329759,350743.942441377,5015037.25262821,350149.335906672,5014673.64633755
SWF-1325,59725,18,121,0.00824132711371075,351779.64759057,5015044.85782857,350149.335906672,5014673.64633755
SWF-1802,59726,24,122,0.0108607352694569,375777.532330408,5014557.25790541,376082.291341709,5014636.01763693
SWF-1215,59767,7,124,0.00927355406871352,349705.553992055,5023902.60364929,348379.858385003,5024609.37873951
SWF-1227,59767,8,124,0.00616111450027073,348925.700655014,5024380.53027199,348379.858385003,5024609.37873951
SWF-1234,59767,9,124,0.0093405980312534,350185.486214851,5025046.26560361,348379.858385003,5024609.37873951
SWF-1235,59767,10,124,0.0088783454930795,350039.691707927,5025166.35370932,348379.858385003,5024609.37873951
SWF-1236,59767,11,124,0.00952035965045193,349286.87787217,5024160.80056156,348379.858385003,5024609.37873951
SWF-1802,59795,24,125,0.0122722039478228,375777.532330408,5014557.25790541,375018.926122183,5013376.38163167
SWF-1802,59796,24,126,0.0106692335116972,375777.532330408,5014557.25790541,375145.711980763,5013414.13407532
SWF-1428,59798,21,127,0.0111659321978839,361627.192658303,5014807.79241731,361340.58819342,5013402.52148318
SWF-1444,59798,22,127,0.0101200390829389,361154,5014021.5,361340.58819342,5013402.52148318
SWF-1802,59803,24,128,0.0124216340012573,375777.532330408,5014557.25790541,376526.910645581,5013544.87765629
SWF-1802,59804,24,129,0.0112103605665679,375777.532330408,5014557.25790541,375281.886693918,5013555.56288973
SWF-1802,59805,24,130,0.0111983279164864,375777.532330408,5014557.25790541,374363.526814841,5013659.23539796
SWF-1310,59818,12,131,0.0114658041104241,348435.742331743,5014655.29181007,347694.888722351,5013295.22808946
TIM-2,59818,13,131,0.0111336079246974,348305.5,5014568.5,347694.888722351,5013295.22808946
SWF-1311,59818,14,131,0.0164910246202602,348591.415239137,5014838.62241878,347694.888722351,5013295.22808946
SWF-1312,59818,15,131,0.0124454581468788,349409.529477995,5013212.92964156,347694.888722351,5013295.22808946
SWF-1310,59819,12,132,0.0109018675550271,348435.742331743,5014655.29181007,347734.339811219,5013312.94849702
TIM-2,59819,13,132,0.0105637315892138,348305.5,5014568.5,347734.339811219,5013312.94849702
SWF-1311,59819,14,132,0.0159367361132797,348591.415239137,5014838.62241878,347734.339811219,5013312.94849702
SWF-1312,59819,15,132,0.0118800463464348,349409.529477995,5013212.92964156,347734.339811219,5013312.94849702
SWF-1215,59827,7,134,0.0102890919222688,349705.553992055,5023902.60364929,349994.151886272,5025128.052489
SWF-1227,59827,8,134,0.0087659193720604,348925.700655014,5024380.53027199,349994.151886272,5025128.052489
SWF-1234,59827,9,134,0.00515733887670488,350185.486214851,5025046.26560361,349994.151886272,5025128.052489
SWF-1235,59827,10,134,0.00331589890736818,350039.691707927,5025166.35370932,349994.151886272,5025128.052489
SWF-1236,59827,11,134,0.0114712802303642,349286.87787217,5024160.80056156,349994.151886272,5025128.052489
SWF-1610,59829,4,135,0.0129857010216737,371757.270239456,5023855.79424707,370341.333996432,5025191.13591491
SWF-1616,59829,6,135,0.0118876997089889,371215.774413737,5025865.03744251,370341.333996432,5025191.13591491
SWF-1802,59857,24,136,0.011766241127543,375777.532330408,5014557.25790541,374551.66917004,5013008.71522085
SWF-1802,59861,24,137,0.0129121954071671,375777.532330408,5014557.25790541,374738.275788109,5013127.97216416
SWF-1808,60001,28,138,0.0163696759971932,375576.215820846,5010519.53521363,377231.669226133,5011052.71699122
SWF-1809,60001,29,138,0.0159024114828432,375628.191623315,5010576.79681635,377231.669226133,5011052.71699122
SWF-1802,60147,24,140,0.0115355028406461,375777.532330408,5014557.25790541,374565.697207942,5013149.84398234
SWF-1808,60280,28,141,0.016032515330613,375576.215820846,5010519.53521363,377269.863948808,5010755.05866518
SWF-1809,60280,29,141,0.0155076265778954,375628.191623315,5010576.79681635,377269.863948808,5010755.05866518
SWF-1808,60281,28,142,0.0141213935117739,375576.215820846,5010519.53521363,377028.056316895,5010931.38052283
SWF-1809,60281,29,142,0.0136124711779569,375628.191623315,5010576.79681635,377028.056316895,5010931.38052283
SWF-1207,60306,35,143,0.0277485101661543,349758.002494547,5019065.37041954,349949.737355463,5018518.01707057
SWF-1208,60306,36,143,0.0352172437310607,349953.910503852,5018864.50641,349949.737355463,5018518.01707057
SWF-1209,60306,37,143,0.0297027997849928,349211.369268583,5019187.08442532,349949.737355463,5018518.01707057
SWF-1253,60306,38,143,0.0273847496713283,349221.790069078,5017815.78826019,349949.737355463,5018518.01707057
SWF-1316,60306,39,143,0.0426912198280692,350370.871223657,5017808.40845983,349949.737355463,5018518.01707057
NAT-3,60352,43,144,0.0504820720375863,355301.4688,4989989,355366.404834678,4989269.7954496
SWF-1808,60356,28,145,0.0205106164268273,375576.215820846,5010519.53521363,376685.473977718,5010094.50640169
SWF-1809,60356,29,145,0.019842618879266,375628.191623315,5010576.79681635,376685.473977718,5010094.50640169
SWF-1808,60418,28,146,0.0209150719733534,375576.215820846,5010519.53521363,376853.767323755,5011684.34245815
SWF-1809,60418,29,146,0.0206652594108864,375628.191623315,5010576.79681635,376853.767323755,5011684.34245815
SWF-1802,60497,24,147,0.0126112754549782,375777.532330408,5014557.25790541,376655.310070114,5013708.6603987
