OBJECTID,X,Y,geometry
30561,343010.65950347,5023453.49233113,343010.65950347|5023453.49233113
30568,342872.566689258,5023142.64736207,342872.566689258|5023142.64736207
30572,348357.98236974,5021597.50314643,348357.98236974|5021597.50314643
30588,333843.513772189,5030626.02165982,333843.513772189|5030626.02165982
30596,373832.635633008,5021574.28351339,373832.635633008|5021574.28351339
30597,347190.696566667,5021713.99946667,347190.696566667|5021713.99946667
30604,335956.389266667,5028821.01583333,335956.389266667|5028821.01583333
30605,335920.224005028,5028817.66495391,335920.224005028|5028817.66495391
30607,337757.875881045,5028801.01746569,337757.875881045|5028801.01746569
30610,337244.725691742,5028655.95133972,337244.725691742|5028655.95133972
30611,336493.025566667,5028853.30166667,336493.025566667|5028853.30166667
30619,335976.007896963,5028784.65427708,335976.007896963|5028784.65427708
30621,338496.856476267,5028788.95919455,338496.856476267|5028788.95919455
30628,343192.217862676,5023524.31832074,343192.217862676|5023524.31832074
30634,349386.451211893,5021741.35798576,349386.451211893|5021741.35798576
30638,347852.999137247,5021636.06165491,347852.999137247|5021636.06165491
30641,374070.774885276,5021772.5961225,374070.774885276|5021772.5961225
30661,341878.541766667,5024814.03673333,341878.541766667|5024814.03673333
30672,341879.456191504,5024854.37950313,341879.456191504|5024854.37950313
30677,333661.432348052,5030989.16732011,333661.432348052|5030989.16732011
30681,334095.744704216,5031022.66136328,334095.744704216|5031022.66136328
30682,336397.092144222,5028836.82513357,336397.092144222|5028836.82513357
30684,336598.775976668,5028873.66940652,336598.775976668|5028873.66940652
30686,336174.2338,5028904.80996667,336174.2338|5028904.80996667
30687,336241.253585161,5028872.77738519,336241.253585161|5028872.77738519
30688,337731.566140985,5028899.81793544,337731.566140985|5028899.81793544
30689,336077.738806857,5028900.12865446,336077.738806857|5028900.12865446
30691,333850.605966666,5030719.67803333,333850.605966666|5030719.67803333
30692,333928.936433333,5030730.46256667,333928.936433333|5030730.46256667
30697,346756.375195678,5022006.32023345,346756.375195678|5022006.32023345
30698,346406.857739292,5022008.46013512,346406.857739292|5022008.46013512
30701,343210.260738977,5023658.52300282,343210.260738977|5023658.52300282
30704,373963.990643647,5023703.08883754,373963.990643647|5023703.08883754
30707,374446.085089078,5024403.02823385,374446.085089078|5024403.02823385
30716,347443.437270695,5021389.18035112,347443.437270695|5021389.18035112
30725,347840.402983167,5021439.27185404,347840.402983167|5021439.27185404
30733,339887.2535,5027346.82533333,339887.2535|5027346.82533333
30735,340217.196920617,5027341.46998134,340217.196920617|5027341.46998134
30741,373818.487766667,5023968.81473333,373818.487766667|5023968.81473333
30743,342757.0241,5023277.2309,342757.0241|5023277.2309
30744,342570.541866667,5023287.84373333,342570.541866667|5023287.84373333
30745,342708.218478831,5023283.53750446,342708.218478831|5023283.53750446
30750,340540.497677403,5023256.6222566,340540.497677403|5023256.6222566
30775,342269.472986674,5023575.12822619,342269.472986674|5023575.12822619
30783,338374.981666667,5025986.9063,338374.981666667|5025986.9063
30789,373912.184375298,5021381.86633829,373912.184375298|5021381.86633829
30795,349571.863700413,5021944.38390177,349571.863700413|5021944.38390177
30796,348902.221845065,5022069.57893637,348902.221845065|5022069.57893637
30797,346842.055546039,5022081.87582034,346842.055546039|5022081.87582034
30800,346392.937631577,5022088.60555465,346392.937631577|5022088.60555465
30801,348190.635772292,5022080.17273435,348190.635772292|5022080.17273435
30804,347725.251092142,5022081.38825492,347725.251092142|5022081.38825492
30805,349895.7074,5022125.38436667,349895.7074|5022125.38436667
30806,346442.545783428,5022145.76595556,346442.545783428|5022145.76595556
30808,374440.821495021,5022345.23581764,374440.821495021|5022345.23581764
30816,374913.831059611,5023368.55471998,374913.831059611|5023368.55471998
30817,375009.554674067,5023356.30227524,375009.554674067|5023356.30227524
30820,343410.765289422,5023342.76469449,343410.765289422|5023342.76469449
30821,343307.733288334,5023416.7577735,343307.733288334|5023416.7577735
30824,374995.603106884,5023426.30234131,374995.603106884|5023426.30234131
30825,349785.335401693,5022028.22697595,349785.335401693|5022028.22697595
30836,333874.658638661,5030774.32241433,333874.658638661|5030774.32241433
30839,333991.590363769,5030808.64416526,333991.590363769|5030808.64416526
30846,333882.560291488,5030836.45545047,333882.560291488|5030836.45545047
30847,333729.615445064,5030836.06920418,333729.615445064|5030836.06920418
30874,348922.069606157,5022141.54315844,348922.069606157|5022141.54315844
30876,347142.059321437,5022153.68903684,347142.059321437|5022153.68903684
30877,348961.535494744,5022181.52236816,348961.535494744|5022181.52236816
30878,348182.060132197,5022162.89464134,348182.060132197|5022162.89464134
30879,347404.592126564,5022052.84422616,347404.592126564|5022052.84422616
30880,374189.573382859,5022196.98066501,374189.573382859|5022196.98066501
30881,373995.183550653,5022221.70754786,373995.183550653|5022221.70754786
30883,348027.798605978,5022175.71524261,348027.798605978|5022175.71524261
30905,342907.506240577,5023820.81930717,342907.506240577|5023820.81930717
30911,374752.698264735,5023760.62758798,374752.698264735|5023760.62758798
30916,342424.054662013,5024797.26036161,342424.054662013|5024797.26036161
30932,340523.90681536,5024907.6655768,340523.90681536|5024907.6655768
30936,341416.785657534,5024890.09306992,341416.785657534|5024890.09306992
30939,338436.313666667,5026101.0339,338436.313666667|5026101.0339
30946,337166.205666667,5026336.29076667,337166.205666667|5026336.29076667
30954,337191.610156415,5026362.18246671,337191.610156415|5026362.18246671
30955,338404.847008715,5026345.69736818,338404.847008715|5026345.69736818
30959,349227.835090054,5022123.59647934,349227.835090054|5022123.59647934
30961,348910.420244073,5022233.77570596,348910.420244073|5022233.77570596
30964,372657.991689773,5022251.41680641,372657.991689773|5022251.41680641
30966,352572.357250242,5022249.30816513,352572.357250242|5022249.30816513
30969,370827.3287204,5022180.27008915,370827.3287204|5022180.27008915
30974,346726.265790895,5022284.17308082,346726.265790895|5022284.17308082
30975,371125.704526677,5022281.04455247,371125.704526677|5022281.04455247
30983,374970.051422441,5023827.83965626,374970.051422441|5023827.83965626
30986,352198.986219809,5023833.4378688,352198.986219809|5023833.4378688
30994,341483.480944115,5023957.85186601,341483.480944115|5023957.85186601
30997,342855.818372548,5023991.33824216,342855.818372548|5023991.33824216
31000,343126.837697465,5024017.41934036,343126.837697465|5024017.41934036
31001,342708.128443683,5023991.5863603,342708.128443683|5023991.5863603
31006,342005.823503016,5024906.56651659,342005.823503016|5024906.56651659
31008,340626.999730739,5024949.08100815,340626.999730739|5024949.08100815
31017,339183.805588515,5026291.18454407,339183.805588515|5026291.18454407
31027,371558.937227772,5022065.06025032,371558.937227772|5022065.06025032
31030,374491.071834077,5022301.52919236,374491.071834077|5022301.52919236
31036,348401.306937507,5020704.47615504,348401.306937507|5020704.47615504
31037,348082.122792351,5020686.41647683,348082.122792351|5020686.41647683
31039,348503.198975585,5020722.30441581,348503.198975585|5020722.30441581
31040,348430.549130433,5020737.1601236,348430.549130433|5020737.1601236
31043,373923.340366667,5022364.4882,373923.340366667|5022364.4882
31045,371760.57225591,5022320.21412194,371760.57225591|5022320.21412194
31048,374311.506651968,5023912.05315449,374311.506651968|5023912.05315449
31052,371581.244999423,5022721.14344829,371581.244999423|5022721.14344829
31053,372060.363128228,5022748.4926312,372060.363128228|5022748.4926312
31056,371298.183080328,5022772.95485767,371298.183080328|5022772.95485767
31057,346828.290454869,5022811.13829585,346828.290454869|5022811.13829585
31060,371959.15443755,5022811.69748295,371959.15443755|5022811.69748295
31061,346898.458581255,5022783.64761504,346898.458581255|5022783.64761504
31065,374695.422768082,5024015.21895883,374695.422768082|5024015.21895883
31070,341496.813631297,5024026.46529952,341496.813631297|5024026.46529952
31074,340679.762341592,5024963.48985791,340679.762341592|5024963.48985791
31077,341932.186266667,5024344.70756667,341932.186266667|5024344.70756667
31081,376928.9363286,5010521.43882695,376928.9363286|5010521.43882695
31095,341200.585354895,5024980.02261432,341200.585354895|5024980.02261432
31110,376632.09159946,5012895.44314677,376632.09159946|5012895.44314677
31116,354467.470333786,5020585.39204719,354467.470333786|5020585.39204719
31119,348140.748669407,5020759.80549879,348140.748669407|5020759.80549879
31123,337827.31929018,5026233.92959972,337827.31929018|5026233.92959972
31126,337755.538446995,5026287.23702308,337755.538446995|5026287.23702308
31133,337227.1254,5026308.51193333,337227.1254|5026308.51193333
31138,374845.823918148,5022788.42796752,374845.823918148|5022788.42796752
31140,371690.029778591,5022804.72494239,371690.029778591|5022804.72494239
31146,374192.45580809,5022397.22531314,374192.45580809|5022397.22531314
31148,348053.01924469,5022516.76192674,348053.01924469|5022516.76192674
31151,371592.186077718,5022550.90767812,371592.186077718|5022550.90767812
31152,371170.85079485,5022550.05859271,371170.85079485|5022550.05859271
31157,346641.799885251,5022847.51408638,346641.799885251|5022847.51408638
31159,375007.036397691,5022752.75204335,375007.036397691|5022752.75204335
31175,343065.548699017,5024186.87903393,343065.548699017|5024186.87903393
31194,347697.138061592,5013667.12292388,347697.138061592|5013667.12292388
31195,375925.89622476,5013658.81505512,375925.89622476|5013658.81505512
31196,347335.685833333,5013690.33003333,347335.685833333|5013690.33003333
31199,338222.8781,5025169.63693333,338222.8781|5025169.63693333
31210,348141.369914448,5020851.86627226,348141.369914448|5020851.86627226
31211,347562.886310803,5020905.93532352,347562.886310803|5020905.93532352
31212,347641.792064143,5020915.63123405,347641.792064143|5020915.63123405
31214,347143.994017678,5020950.20388427,347143.994017678|5020950.20388427
31216,348541.121644612,5020947.51190081,348541.121644612|5020947.51190081
31223,337856.428763005,5026400.4713168,337856.428763005|5026400.4713168
31229,348241.295618406,5022288.65915916,348241.295618406|5022288.65915916
31239,347933.718502094,5022599.65634759,347933.718502094|5022599.65634759
31241,371475.841762841,5022388.01777198,371475.841762841|5022388.01777198
31245,374222.410129224,5024432.42286854,374222.410129224|5024432.42286854
31248,341896.533807591,5024400.70184519,341896.533807591|5024400.70184519
31250,374447.564523827,5024447.55448739,374447.564523827|5024447.55448739
31251,340238.27580976,5024427.48982558,340238.27580976|5024427.48982558
31260,343190.122529454,5024114.53083766,343190.122529454|5024114.53083766
31264,340396.814334267,5024223.89824237,340396.814334267|5024223.89824237
31290,339009.686452407,5026241.7459663,339009.686452407|5026241.7459663
31294,337561.798346908,5026416.27693607,337561.798346908|5026416.27693607
31299,337692.660933333,5026218.94633333,337692.660933333|5026218.94633333
31302,337735.514412949,5026232.87824797,337735.514412949|5026232.87824797
31310,370755.592153348,5022521.06579942,370755.592153348|5022521.06579942
31312,347047.593868284,5022667.36831846,347047.593868284|5022667.36831846
31317,373901.242613676,5022682.2724999,373901.242613676|5022682.2724999
31318,340655.432751928,5022725.95645957,340655.432751928|5022725.95645957
31321,340543.573658144,5022756.49051688,340543.573658144|5022756.49051688
31322,340443.709749946,5022732.08073132,340443.709749946|5022732.08073132
31324,373754.461789089,5022748.53899052,373754.461789089|5022748.53899052
31326,346464.037712732,5022721.6291122,346464.037712732|5022721.6291122
31328,374653.465513718,5024037.04074893,374653.465513718|5024037.04074893
31330,340762.085761643,5024260.67102154,340762.085761643|5024260.67102154
31335,374181.569665837,5024314.87131956,374181.569665837|5024314.87131956
31371,338302.487894823,5026179.49464443,338302.487894823|5026179.49464443
31375,348399.392321302,5022370.72367791,348399.392321302|5022370.72367791
31376,348325.493862577,5022381.28516134,348325.493862577|5022381.28516134
31377,348455.083513058,5022362.88769168,348455.083513058|5022362.88769168
31382,352594.927297852,5022398.38963533,352594.927297852|5022398.38963533
31384,348245.512666667,5022425.6713,348245.512666667|5022425.6713
31387,353132.429831864,5022430.05179303,353132.429831864|5022430.05179303
31392,373693.621988469,5022770.45668252,373693.621988469|5022770.45668252
31394,373620.720302869,5022711.70989329,373620.720302869|5022711.70989329
31396,340965.044959933,5024313.00221498,340965.044959933|5024313.00221498
31419,348451.882990645,5013065.28125573,348451.882990645|5013065.28125573
31421,347811.96081651,5013522.40475185,347811.96081651|5013522.40475185
31433,346887.537577403,5022380.15261217,346887.537577403|5022380.15261217
31434,342465.346881406,5022439.78860929,342465.346881406|5022439.78860929
31440,348459.774922846,5020975.58560624,348459.774922846|5020975.58560624
31441,348946.146660591,5020968.00089465,348946.146660591|5020968.00089465
31442,347552.760626402,5020999.02807524,347552.760626402|5020999.02807524
31445,347748.515688725,5021008.80536705,347748.515688725|5021008.80536705
31448,359804.751783943,5021084.2811401,359804.751783943|5021084.2811401
31452,347394.005803169,5021483.42372878,347394.005803169|5021483.42372878
31462,339553.813271697,5026133.86010978,339553.813271697|5026133.86010978
31465,374878.708783714,5022902.05553308,374878.708783714|5022902.05553308
31471,352968.615484423,5022886.71722984,352968.615484423|5022886.71722984
31485,375046.554589159,5011626.31599339,375046.554589159|5011626.31599339
31488,374241.110346627,5024470.04598719,374241.110346627|5024470.04598719
31491,342758.610839303,5024156.90103096,342758.610839303|5024156.90103096
31493,374405.4078,5024478.60686667,374405.4078|5024478.60686667
31516,349349.533724294,5021547.97302752,349349.533724294|5021547.97302752
31519,348868.567347913,5021109.22055517,348868.567347913|5021109.22055517
31524,346697.58421071,5021197.73371629,346697.58421071|5021197.73371629
31534,374809.726176427,5023311.55077449,374809.726176427|5023311.55077449
31535,340565.92071708,5022696.78340787,340565.92071708|5022696.78340787
31536,373985.81162621,5022682.09569998,373985.81162621|5022682.09569998
31538,375133.144433952,5022961.17256523,375133.144433952|5022961.17256523
31539,375010.598434643,5023032.21200036,375010.598434643|5023032.21200036
31543,347143.810110349,5023009.67616657,347143.810110349|5023009.67616657
31551,340243.755259298,5024616.36852464,340243.755259298|5024616.36852464
31552,373929.023140865,5024622.05957984,373929.023140865|5024622.05957984
31556,340909.903704244,5024655.56052527,340909.903704244|5024655.56052527
31559,374137.260066667,5024488.16836667,374137.260066667|5024488.16836667
31562,340005.673661344,5024474.4804778,340005.673661344|5024474.4804778
31568,340309.586395381,5024514.98138167,340309.586395381|5024514.98138167
31576,337924.194133924,5025444.1046849,337924.194133924|5025444.1046849
31589,340290.423098738,5028177.58231121,340290.423098738|5028177.58231121
31592,337004.718166667,5028227.48993333,337004.718166667|5028227.48993333
31595,336969.861066667,5028250.75273333,336969.861066667|5028250.75273333
31596,340342.479333333,5028244.78273333,340342.479333333|5028244.78273333
31600,335945.524538171,5028220.46227867,335945.524538171|5028220.46227867
31603,336005.258866667,5028270.15876667,336005.258866667|5028270.15876667
31605,337849.077958836,5028256.61918641,337849.077958836|5028256.61918641
31607,337548.530261577,5027857.65454818,337548.530261577|5027857.65454818
31608,337265.968447372,5027096.51916323,337265.968447372|5027096.51916323
31610,340319.794245715,5027083.36005253,340319.794245715|5027083.36005253
31617,332367.276674362,5029904.48039732,332367.276674362|5029904.48039732
31629,333860.046573988,5030117.70151665,333860.046573988|5030117.70151665
31655,334056.541299343,5030261.04666849,334056.541299343|5030261.04666849
31657,334306.876960097,5030280.09463311,334306.876960097|5030280.09463311
31658,333915.318508309,5030262.96612644,333915.318508309|5030262.96612644
31659,339121.638876984,5027015.19308346,339121.638876984|5027015.19308346
31663,339284.01059781,5027003.07886923,339284.01059781|5027003.07886923
31667,340237.753636171,5027043.65595601,340237.753636171|5027043.65595601
31668,338184.788726931,5027055.10229203,338184.788726931|5027055.10229203
31670,337301.832101556,5027056.93721661,337301.832101556|5027056.93721661
31671,340275.593266667,5027070.2241,340275.593266667|5027070.2241
31672,337076.046278182,5027051.07084546,337076.046278182|5027051.07084546
31674,336441.240618091,5027061.08135296,336441.240618091|5027061.08135296
31675,337589.486104905,5027075.89038359,337589.486104905|5027075.89038359
31683,337691.364116227,5027117.60595449,337691.364116227|5027117.60595449
31684,337956.810533333,5028309.4131,337956.810533333|5028309.4131
31688,336051.711306298,5028308.6857951,336051.711306298|5028308.6857951
31689,339888.486249965,5028276.42131488,339888.486249965|5028276.42131488
31690,337882.621666667,5028324.55656667,337882.621666667|5028324.55656667
31692,337613.662866667,5028328.05836667,337613.662866667|5028328.05836667
31694,340336.818165591,5028306.90839355,340336.818165591|5028306.90839355
31696,337822.211066667,5028352.1157,337822.211066667|5028352.1157
31698,335962.646751298,5028348.28680394,335962.646751298|5028348.28680394
31706,337051.013925082,5027160.69549018,337051.013925082|5027160.69549018
31708,336887.212252774,5027135.84885984,336887.212252774|5027135.84885984
31709,337134.22860308,5027153.40939442,337134.22860308|5027153.40939442
31711,336675.427865937,5028404.61909546,336675.427865937|5028404.61909546
31712,337870.874345833,5028418.36491438,337870.874345833|5028418.36491438
31713,333739.378481836,5030203.7873445,333739.378481836|5030203.7873445
31718,333706.359866667,5030230.5529,333706.359866667|5030230.5529
31726,336575.843015339,5028448.0202,336575.843015339|5028448.0202
31728,336662.251685631,5028458.23671158,336662.251685631|5028458.23671158
31730,336968.603716915,5028343.73203047,336968.603716915|5028343.73203047
31732,336358.609079054,5028358.38097036,336358.609079054|5028358.38097036
31733,340307.509133334,5027453.82456667,340307.509133334|5027453.82456667
31761,339317.93808452,5027126.13100425,339317.93808452|5027126.13100425
31762,337404.16762353,5027134.83380155,337404.16762353|5027134.83380155
31763,337328.868178629,5027121.0989083,337328.868178629|5027121.0989083
31764,337892.376784243,5027141.93570949,337892.376784243|5027141.93570949
31786,339775.279511637,5027265.83396564,339775.279511637|5027265.83396564
31788,336651.973591677,5027258.49111897,336651.973591677|5027258.49111897
31791,339803.890100409,5027272.84623533,339803.890100409|5027272.84623533
31792,340168.062706457,5027276.11514668,340168.062706457|5027276.11514668
31793,336049.011024572,5028500.08449119,336049.011024572|5028500.08449119
31794,336938.887166667,5028528.19953333,336938.887166667|5028528.19953333
31798,340187.895755427,5027459.00609775,340187.895755427|5027459.00609775
31799,340257.600266666,5027458.75206667,340257.600266666|5027458.75206667
31803,339674.17954063,5027466.34891484,339674.17954063|5027466.34891484
31804,336234.25840798,5027453.73185938,336234.25840798|5027453.73185938
31807,336760.915466667,5027499.5653,336760.915466667|5027499.5653
31810,340070.522061868,5027513.53727098,340070.522061868|5027513.53727098
31811,336249.025198079,5028648.8916964,336249.025198079|5028648.8916964
31813,336247.8585,5028696.00736667,336247.8585|5028696.00736667
31814,333943.500021092,5030401.68201999,333943.500021092|5030401.68201999
31820,333795.216093515,5030446.66931447,333795.216093515|5030446.66931447
31830,373959.697439292,5024229.3338702,373959.697439292|5024229.3338702
31842,337471.861810178,5027207.20805148,337471.861810178|5027207.20805148
31846,340008.469852166,5027210.98632082,340008.469852166|5027210.98632082
31848,340235.551393818,5027242.28887689,340235.551393818|5027242.28887689
31849,339859.813856501,5027201.39353619,339859.813856501|5027201.39353619
31851,337751.666862803,5027244.16867368,337751.666862803|5027244.16867368
31852,337136.604817546,5027247.70762633,337136.604817546|5027247.70762633
31854,340019.453453347,5027266.69031095,340019.453453347|5027266.69031095
31866,337831.8666,5028549.05093333,337831.8666|5028549.05093333
31869,337838.263289367,5028435.15938298,337838.263289367|5028435.15938298
31872,337826.52901548,5028592.22707397,337826.52901548|5028592.22707397
31875,336497.432043093,5028610.07113144,336497.432043093|5028610.07113144
31879,337666.748448658,5028540.81541818,337666.748448658|5028540.81541818
31880,335969.954520732,5028648.5456686,335969.954520732|5028648.5456686
31881,339767.715270004,5028230.18108497,339767.715270004|5028230.18108497
31882,335982.534233333,5028280.07576667,335982.534233333|5028280.07576667
31894,334137.093749029,5030481.37275443,334137.093749029|5030481.37275443
31898,333843.260729517,5030508.3094496,333843.260729517|5030508.3094496
31903,336351.593035446,5029046.72499888,336351.593035446|5029046.72499888
31905,334169.542126969,5030056.05788698,334169.542126969|5030056.05788698
31909,336250.545938999,5027334.33817795,336250.545938999|5027334.33817795
31927,337812.689668233,5027275.19206857,337812.689668233|5027275.19206857
31928,337369.959818758,5027280.99288138,337369.959818758|5027280.99288138
31929,339957.8804,5027303.0665,339957.8804|5027303.0665
31933,340033.777149773,5027314.32611863,340033.777149773|5027314.32611863
31953,335987.318566667,5028385.7643,335987.318566667|5028385.7643
31957,338486.260966667,5028744.9788,338486.260966667|5028744.9788
31958,337598.126739666,5028714.26698607,337598.126739666|5028714.26698607
31960,336458.403834878,5028750.13913395,336458.403834878|5028750.13913395
31964,335919.326,5028707.1426,335919.326|5028707.1426
31966,336195.926433334,5028712.83813333,336195.926433334|5028712.83813333
31968,336584.452590324,5028670.65976077,336584.452590324|5028670.65976077
31971,338735.095296974,5028523.99887899,338735.095296974|5028523.99887899
31972,335885.295020638,5028726.62470364,335885.295020638|5028726.62470364
31992,333635.562611202,5030911.0200158,333635.562611202|5030911.0200158
31998,333890.304201923,5030939.84041909,333890.304201923|5030939.84041909
32011,334153.435604951,5030327.57653171,334153.435604951|5030327.57653171
32012,333969.144816904,5030339.58719805,333969.144816904|5030339.58719805
32013,334024.703719955,5030338.62240182,334024.703719955|5030338.62240182
32014,333696.624935752,5030342.53839197,333696.624935752|5030342.53839197
32017,336344.970787298,5028950.93288445,336344.970787298|5028950.93288445
32019,333783.524071343,5030593.46611781,333783.524071343|5030593.46611781
32024,333941.415084667,5030543.26839329,333941.415084667|5030543.26839329
32038,337915.235390605,5028085.82482354,337915.235390605|5028085.82482354
32079,336139.689199957,5028955.18176271,336139.689199957|5028955.18176271
32088,336116.437003756,5029004.2382763,336116.437003756|5029004.2382763
32105,336161.412702428,5028055.87943367,336161.412702428|5028055.87943367
32107,338103.716015651,5026896.87415045,338103.716015651|5026896.87415045
32108,336384.65004663,5027173.2400181,336384.65004663|5027173.2400181
32111,335776.34637472,5028393.82263448,335776.34637472|5028393.82263448
32114,337434.496468759,5028430.91603718,337434.496468759|5028430.91603718
32119,340260.026763856,5027566.21535719,340260.026763856|5027566.21535719
32122,336701.714884157,5027561.40444925,336701.714884157|5027561.40444925
32124,339921.065260861,5027587.3377421,339921.065260861|5027587.3377421
32126,337350.317470431,5028484.29137813,337350.317470431|5028484.29137813
32130,336837.524743745,5028434.73518826,336837.524743745|5028434.73518826
32132,333772.135561168,5030259.62219766,333772.135561168|5030259.62219766
32137,333676.830233333,5030312.60683333,333676.830233333|5030312.60683333
32148,336347.552095194,5029185.39872064,336347.552095194|5029185.39872064
32179,340003.479141824,5027534.83107668,340003.479141824|5027534.83107668
32180,336844.917854872,5027491.01409503,336844.917854872|5027491.01409503
32181,340082.955163311,5027549.14863118,340082.955163311|5027549.14863118
32182,339596.762909244,5027184.30035067,339596.762909244|5027184.30035067
32190,340287.469661645,5027581.66216554,340287.469661645|5027581.66216554
32194,336279.682681779,5027553.01969505,336279.682681779|5027553.01969505
32197,336408.253913319,5027603.0410091,336408.253913319|5027603.0410091
32201,339840.145852167,5027606.78374352,339840.145852167|5027606.78374352
32202,336616.136769691,5029019.28781586,336616.136769691|5029019.28781586
32218,337207.096321398,5029092.24870093,337207.096321398|5029092.24870093
32226,337869.507481744,5028702.5371553,337869.507481744|5028702.5371553
32238,333834.745970277,5031075.29093192,333834.745970277|5031075.29093192
32240,334279.238486844,5031113.46337169,334279.238486844|5031113.46337169
32274,336800.789110219,5027642.46601146,336800.789110219|5027642.46601146
32275,339935.635834475,5027678.75414072,339935.635834475|5027678.75414072
32277,339816.1921,5027679.9807,339816.1921|5027679.9807
32278,339977.042716988,5027637.87884977,339977.042716988|5027637.87884977
32280,337007.657647249,5027654.91523255,337007.657647249|5027654.91523255
32283,336228.902430886,5027655.05498795,336228.902430886|5027655.05498795
32284,337071.382387883,5027685.72966955,337071.382387883|5027685.72966955
32285,339708.901838132,5027668.53431851,339708.901838132|5027668.53431851
32288,340002.34258551,5027705.17845541,340002.34258551|5027705.17845541
32296,339994.189133333,5027729.6562,339994.189133333|5027729.6562
32297,339864.938658371,5027708.43977518,339864.938658371|5027708.43977518
32302,337344.904885326,5029300.65996275,337344.904885326|5029300.65996275
32305,336809.271778793,5029311.58665726,336809.271778793|5029311.58665726
32331,333936.29759067,5031290.66789206,333936.29759067|5031290.66789206
32332,333641.165882861,5031315.07918906,333641.165882861|5031315.07918906
32333,334222.803245926,5031334.63838367,334222.803245926|5031334.63838367
32334,333919.978713781,5031334.99287097,333919.978713781|5031334.99287097
32370,339945.510500846,5027735.18550351,339945.510500846|5027735.18550351
32372,336980.316324279,5027722.53443538,336980.316324279|5027722.53443538
32374,339812.477253034,5027744.04047305,339812.477253034|5027744.04047305
32379,336447.590181498,5027762.86008133,336447.590181498|5027762.86008133
32382,336638.973876879,5027761.2855432,336638.973876879|5027761.2855432
32383,339868.290915148,5027766.98508485,339868.290915148|5027766.98508485
32386,336899.115754847,5027785.35266577,336899.115754847|5027785.35266577
32391,336981.419779174,5029493.13778394,336981.419779174|5029493.13778394
32398,337581.834291892,5029412.97215402,337581.834291892|5029412.97215402
32425,334227.734509562,5031438.63829593,334227.734509562|5031438.63829593
32426,334253.5592,5031453.8193,334253.5592|5031453.8193
32439,341422.78343246,5025011.39168207,341422.78343246|5025011.39168207
32448,337812.083429774,5026556.64372692,337812.083429774|5026556.64372692
32457,339746.838939822,5028017.73318637,339746.838939822|5028017.73318637
32459,339614.461120238,5027522.2649558,339614.461120238|5027522.2649558
32471,335702.859765202,5028055.73104527,335702.859765202|5028055.73104527
32474,340258.515207124,5028033.17363331,340258.515207124|5028033.17363331
32475,339509.285935023,5028056.26687387,339509.285935023|5028056.26687387
32477,339641.389261387,5028096.22426952,339641.389261387|5028096.22426952
32483,333964.185451255,5029976.77623383,333964.185451255|5029976.77623383
32487,339825.645670722,5027845.09663947,339825.645670722|5027845.09663947
32488,336304.802700199,5027828.79269017,336304.802700199|5027828.79269017
32491,336489.383083968,5027854.76159901,336489.383083968|5027854.76159901
32502,340884.736157288,5024099.7451628,340884.736157288|5024099.7451628
32506,374781.757225762,5024129.22331622,374781.757225762|5024129.22331622
32513,339365.561258503,5029650.09792627,339365.561258503|5029650.09792627
32518,342141.470981414,5025050.02429119,342141.470981414|5025050.02429119
32521,341155.497356112,5025085.72221916,341155.497356112|5025085.72221916
32531,341494.190551949,5025092.03023296,341494.190551949|5025092.03023296
32535,341878.951134433,5025026.71179983,341878.951134433|5025026.71179983
32546,337107.785337957,5027628.36220599,337107.785337957|5027628.36220599
32558,336699.043286374,5027849.1851884,336699.043286374|5027849.1851884
32561,337358.503887304,5027856.46046508,337358.503887304|5027856.46046508
32564,339839.774124098,5027902.46240088,339839.774124098|5027902.46240088
32571,335702.717954932,5028176.83968487,335702.717954932|5028176.83968487
32575,339806.071533334,5027942.75056667,339806.071533334|5027942.75056667
32577,336769.676133333,5027955.11333333,336769.676133333|5027955.11333333
32632,337290.606422841,5027617.99579769,337290.606422841|5027617.99579769
32634,336432.354268423,5027912.64858241,336432.354268423|5027912.64858241
32639,339752.430644708,5027694.8895218,339752.430644708|5027694.8895218
32640,336943.8595,5027714.09553333,336943.8595|5027714.09553333
32647,340337.318438045,5027877.98638444,340337.318438045|5027877.98638444
32700,333202.608777386,5031469.82712997,333202.608777386|5031469.82712997
32703,333454.231561407,5031560.20513472,333454.231561407|5031560.20513472
32712,339495.194757226,5027970.55063771,339495.194757226|5027970.55063771
32716,339850.395887193,5027503.99350238,339850.395887193|5027503.99350238
32717,340311.052382241,5027509.70746887,340311.052382241|5027509.70746887
32724,339394.745255582,5027924.4847556,339394.745255582|5027924.4847556
32727,334096.985387456,5029851.89271798,334096.985387456|5029851.89271798
32730,333908.007934285,5029887.34737222,333908.007934285|5029887.34737222
32736,333915.639666667,5029910.98123333,333915.639666667|5029910.98123333
32739,333955.64240841,5029908.13012143,333955.64240841|5029908.13012143
32788,337467.19798664,5026526.09265017,337467.19798664|5026526.09265017
32801,337938.461466667,5028958.26286667,337938.461466667|5028958.26286667
32804,339894.981719566,5027783.10773798,339894.981719566|5027783.10773798
32806,336462.709136853,5026846.92581308,336462.709136853|5026846.92581308
32808,336401.921375912,5026870.01509538,336401.921375912|5026870.01509538
32809,339587.692333333,5026874.99766667,339587.692333333|5026874.99766667
32810,339979.779898221,5026876.29001106,339979.779898221|5026876.29001106
32812,337537.621399188,5026892.87397989,337537.621399188|5026892.87397989
